03/17-07:47:51.610000  [**] [1:1418:11] SNMP request tcp [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.204.45:49671 -> 192.168.21.253:161
03/17-08:11:31.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.74
03/17-08:11:31.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.75
03/17-08:11:31.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.75
03/17-08:11:31.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.76
03/17-08:11:31.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.76
03/17-08:11:31.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.77
03/17-08:11:31.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.77
03/17-08:11:31.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.78
03/17-08:11:31.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.78
03/17-08:11:31.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.79
03/17-08:11:31.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.79
03/17-08:11:32.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.140
03/17-08:11:32.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.140
03/17-08:11:32.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.141
03/17-08:11:32.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.141
03/17-08:11:32.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.142
03/17-08:11:32.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.142
03/17-08:11:32.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.143
03/17-08:11:32.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.143
03/17-08:11:32.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.144
03/17-08:11:32.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.144
03/17-08:11:32.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.145
03/17-08:11:32.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.145
03/17-08:11:32.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.146
03/17-08:11:32.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.146
03/17-08:11:32.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.147
03/17-08:11:32.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.147
03/17-08:11:32.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.148
03/17-08:11:32.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.148
03/17-08:11:32.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.149
03/17-08:11:32.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.149
03/17-08:11:32.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.56
03/17-08:11:32.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.56
03/17-08:11:32.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.57
03/17-08:11:32.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.57
03/17-08:11:32.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.58
03/17-08:11:32.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.58
03/17-08:11:32.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.59
03/17-08:11:32.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.59
03/17-08:11:32.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.60
03/17-08:11:32.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.60
03/17-08:11:32.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.61
03/17-08:11:32.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.61
03/17-08:11:32.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.62
03/17-08:11:32.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.62
03/17-08:11:32.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.63
03/17-08:11:32.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.63
03/17-08:11:32.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.64
03/17-08:11:32.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.64
03/17-08:11:32.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.65
03/17-08:11:32.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.65
03/17-08:11:32.690000  [**] [1:2003068:6] ET SCAN Potential SSH Scan OUTBOUND [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.202.68:51102 -> 192.168.26.203:22
03/17-08:11:33.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.168
03/17-08:11:33.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.168
03/17-08:11:33.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.169
03/17-08:11:33.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.169
03/17-08:11:33.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.170
03/17-08:11:33.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.170
03/17-08:11:33.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.171
03/17-08:11:33.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.171
03/17-08:11:33.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.172
03/17-08:11:33.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.172
03/17-08:11:33.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.173
03/17-08:11:33.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.173
03/17-08:11:33.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.174
03/17-08:11:33.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.174
03/17-08:11:33.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.175
03/17-08:11:33.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.175
03/17-08:11:33.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.176
03/17-08:11:33.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.176
03/17-08:11:33.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.177
03/17-08:11:33.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.177
03/17-08:11:33.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.84
03/17-08:11:33.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.84
03/17-08:11:33.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.85
03/17-08:11:33.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.85
03/17-08:11:33.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.86
03/17-08:11:33.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.86
03/17-08:11:33.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.87
03/17-08:11:33.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.87
03/17-08:11:33.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.88
03/17-08:11:33.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.88
03/17-08:11:33.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.89
03/17-08:11:33.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.89
03/17-08:11:33.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.90
03/17-08:11:33.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.90
03/17-08:11:33.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.91
03/17-08:11:33.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.91
03/17-08:11:33.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.92
03/17-08:11:33.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.92
03/17-08:11:33.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.93
03/17-08:11:33.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.93
03/17-08:11:34.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.154
03/17-08:11:34.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.154
03/17-08:11:34.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.155
03/17-08:11:34.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.155
03/17-08:11:34.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.156
03/17-08:11:34.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.156
03/17-08:11:34.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.157
03/17-08:11:34.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.157
03/17-08:11:34.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.158
03/17-08:11:34.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.158
03/17-08:11:34.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.159
03/17-08:11:34.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.159
03/17-08:11:34.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.160
03/17-08:11:34.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.160
03/17-08:11:34.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.162
03/17-08:11:34.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.162
03/17-08:11:34.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.163
03/17-08:11:34.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.163
03/17-08:11:34.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.70
03/17-08:11:34.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.70
03/17-08:11:34.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.71
03/17-08:11:34.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.71
03/17-08:11:34.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.72
03/17-08:11:34.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.72
03/17-08:11:34.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.73
03/17-08:11:34.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.73
03/17-08:11:34.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.74
03/17-08:11:34.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.74
03/17-08:11:34.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.75
03/17-08:11:34.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.75
03/17-08:11:34.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.76
03/17-08:11:34.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.76
03/17-08:11:34.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.77
03/17-08:11:34.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.77
03/17-08:11:34.370000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.78
03/17-08:11:34.370000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.78
03/17-08:11:35.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.182
03/17-08:11:35.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.182
03/17-08:11:35.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.183
03/17-08:11:35.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.183
03/17-08:11:35.310000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.204.45 -> 192.168.23.184
03/17-08:11:35.310000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.204.45 -> 192.168.23.184
